time,gFx,gFy,gFz,TgF
10.593660,0.9186,0.2879,0.2074,0.98
10.608758,0.9547,0.2507,0.2490,1.02
10.619175,1.0033,0.2280,0.2399,1.06
10.635122,1.1746,0.1626,0.2837,1.22
10.669149,1.5193,0.0878,0.4730,1.59
10.686467,1.4629,0.0800,0.5677,1.57
10.706371,1.3673,0.2614,0.4158,1.45
10.728217,1.6231,0.1831,0.2707,1.66
10.734816,1.7448,0.1073,0.2658,1.77
10.769156,1.8520,-0.3062,0.0233,1.88
10.788292,1.5139,-0.4152,-0.0686,1.57
10.808086,1.2710,-0.2297,-0.0272,1.29
10.818006,1.1404,-0.0975,0.0613,1.15
10.851179,0.7304,0.2844,0.2802,0.83
10.871390,0.5836,0.3438,0.3330,0.75
10.884989,0.5191,0.2886,0.3936,0.71
10.905464,0.5301,0.1181,0.3899,0.67
10.927625,0.5406,-0.0338,0.2966,0.62
10.950788,0.5133,-0.0688,0.0983,0.53
10.970108,0.4180,-0.0729,-0.0727,0.43
10.985484,0.3745,-0.1107,-0.0993,0.40
11.008376,0.3219,-0.1322,-0.0588,0.35
11.029494,0.4768,-0.1115,-0.0400,0.49
11.051119,0.6300,-0.0639,-0.0020,0.63
11.069599,0.7693,-0.0418,0.2040,0.80
11.085173,1.0243,-0.0094,0.3447,1.08
11.104982,1.1629,0.2072,0.4510,1.26
11.124641,0.9347,0.3164,0.5681,1.14
11.150116,1.0434,0.2307,0.2856,1.11
11.168482,1.5943,-0.0096,0.0950,1.60
11.191484,2.1496,0.0052,0.1491,2.15
11.216655,1.8610,0.6474,0.0364,1.97
11.234836,1.4792,0.6680,0.0345,1.62
11.250400,1.4433,0.4589,0.2304,1.53
11.267547,1.4695,0.2873,0.2429,1.52
11.290701,1.2310,0.1030,0.0999,1.24
11.313926,1.0123,-0.0397,0.0652,1.02
11.333715,0.7324,-0.0455,0.0482,0.74
11.350568,0.6276,0.0028,0.0662,0.63
11.366808,0.5112,0.1019,0.0531,0.52
