time,gFx,gFy,gFz,TgF
9.637446,1.0026,-0.0243,-0.0311,1.00
9.652711,1.0016,-0.0199,-0.0319,1.00
9.674702,1.0013,-0.0182,-0.0341,1.00
9.685746,1.0001,-0.0189,-0.0316,1.00
9.702870,1.0006,-0.0203,-0.0319,1.00
9.734960,1.0043,-0.0206,-0.0309,1.00
9.754575,1.0033,-0.0194,-0.0323,1.00
9.772149,1.0038,-0.0213,-0.0292,1.00
9.786368,1.0013,-0.0208,-0.0272,1.00
9.820790,1.0043,-0.0201,-0.0314,1.00
9.835884,1.0031,-0.0176,-0.0283,1.00
9.851495,1.0041,-0.0189,-0.0274,1.00
9.875411,1.0060,-0.0176,-0.0290,1.01
9.885625,1.0020,-0.0167,-0.0297,1.00
9.918934,1.0038,-0.0187,-0.0280,1.00
9.935433,1.0008,-0.0192,-0.0323,1.00
9.951625,0.9996,-0.0192,-0.0319,1.00
9.972435,1.0018,-0.0201,-0.0307,1.00
10.001823,1.0057,-0.0201,-0.0323,1.01
10.018947,1.0029,-0.0201,-0.0292,1.00
10.036647,1.0033,-0.0182,-0.0307,1.00
10.051395,1.0048,-0.0176,-0.0302,1.01
10.073355,1.0036,-0.0199,-0.0304,1.00
10.102014,1.0031,-0.0192,-0.0326,1.00
10.118299,1.0041,-0.0213,-0.0304,1.00
10.134992,1.0024,-0.0182,-0.0319,1.00
10.151810,1.0001,-0.0211,-0.0311,1.00
10.184774,1.0045,-0.0199,-0.0307,1.01
10.202108,1.0036,-0.0199,-0.0332,1.00
10.218238,1.0031,-0.0243,-0.0326,1.00
10.235095,0.9996,-0.0223,-0.0302,1.00
10.251664,1.0024,-0.0199,-0.0287,1.00
10.289957,1.0036,-0.0192,-0.0302,1.00
10.301920,1.0041,-0.0199,-0.0307,1.00
10.317958,1.0031,-0.0231,-0.0316,1.00
10.335183,1.0004,-0.0225,-0.0326,1.00
10.368041,1.0011,-0.0233,-0.0304,1.00
10.390008,1.0038,-0.0218,-0.0295,1.00
10.401307,1.0038,-0.0199,-0.0283,1.00
10.417639,1.0026,-0.0180,-0.0287,1.00
10.436032,1.0031,-0.0182,-0.0278,1.00
10.467671,1.0053,-0.0189,-0.0265,1.01
10.488669,1.0043,-0.0196,-0.0334,1.01
10.501169,1.0055,-0.0180,-0.0319,1.01
10.517171,1.0048,-0.0187,-0.0329,1.01
10.534886,1.0026,-0.0182,-0.0309,1.00
10.567188,1.0013,-0.0194,-0.0319,1.00
10.588175,1.0031,-0.0196,-0.0358,1.00
10.600605,1.0024,-0.0189,-0.0339,1.00
10.618709,1.0020,-0.0208,-0.0302,1.00
10.650626,1.0024,-0.0169,-0.0292,1.00
10.667405,1.0038,-0.0182,-0.0290,1.00
10.692326,1.0038,-0.0189,-0.0292,1.00
10.700105,1.0029,-0.0189,-0.0299,1.00
10.717339,1.0043,-0.0176,-0.0321,1.00
10.752487,1.0036,-0.0189,-0.0309,1.00
10.767356,1.0026,-0.0189,-0.0319,1.00
10.787478,1.0026,-0.0189,-0.0302,1.00
10.800461,1.0029,-0.0194,-0.0319,1.00
