time,gFx,gFy,gFz,TgF
8.827200,0.9403,0.1823,0.0100,0.96
8.848420,0.8137,0.1703,-0.0029,0.83
8.871435,0.7397,0.1643,0.0098,0.76
8.892610,0.6975,0.1515,0.0249,0.71
8.910074,0.6449,0.1342,0.0401,0.66
8.926348,0.6119,0.1154,0.0403,0.62
8.947154,0.5976,0.0988,0.0286,0.61
8.967468,0.6081,0.1014,0.0061,0.62
8.992287,0.7048,0.1520,-0.0101,0.72
9.008810,0.7590,0.1701,-0.0045,0.78
9.026499,0.8005,0.1566,0.0571,0.82
9.045767,0.8604,0.1137,0.0992,0.87
9.069719,0.9424,0.0240,0.0970,0.95
9.092948,0.9754,0.0487,0.0599,0.98
9.109911,0.9913,0.0932,0.0249,1.00
9.128247,1.0209,0.1210,0.0081,1.03
9.163133,1.0534,0.1205,0.0422,1.06
9.186811,1.2009,0.1875,0.2406,1.24
9.193243,1.2471,0.2118,0.2956,1.30
9.209237,1.4147,0.3101,0.4281,1.51
9.247107,1.3353,0.3264,0.3672,1.42
9.263992,1.3321,0.1769,0.2553,1.37
9.275224,1.3670,0.1117,0.1850,1.38
9.292549,1.3153,0.0282,0.0943,1.32
9.327814,1.1650,0.1012,0.0298,1.17
9.341940,1.1629,0.0919,0.0836,1.17
9.361632,1.1641,0.0765,0.1253,1.17
9.380450,1.0910,0.0702,0.1353,1.10
9.391464,1.0295,0.0692,0.1454,1.04
9.424980,0.8718,0.0758,0.1376,0.89
9.442443,0.8056,0.0807,0.1442,0.82
9.462125,0.7516,0.0770,0.1615,0.77
9.480200,0.7129,0.0585,0.1632,0.73
9.491917,0.6831,0.0506,0.1549,0.70
9.526330,0.7067,0.0611,0.1476,0.72
9.541034,0.6989,0.0819,0.1419,0.72
9.562958,0.6982,0.1232,0.1116,0.72
9.587127,0.7048,0.1191,0.0750,0.72
9.609259,0.7282,0.0839,0.0459,0.73
9.625021,0.7519,0.0655,0.0496,0.76
9.641729,0.8233,0.0299,0.0342,0.82
9.662684,0.8760,-0.0133,0.0154,0.88
9.685753,0.9266,-0.0008,0.0240,0.93
9.707811,0.8967,0.0504,0.0892,0.90
9.724847,0.9481,0.1291,0.1673,0.97
9.740973,0.9488,0.2175,0.1757,0.99
9.766510,1.0327,0.2889,0.1861,1.09
9.786806,1.1276,0.2800,0.2399,1.19
9.809398,1.1071,0.2475,0.4051,1.20
9.825012,1.2083,0.3231,0.3084,1.29
9.840559,1.3763,0.4894,0.0909,1.46
9.866017,1.4863,0.3284,0.3369,1.56
9.885919,1.4618,0.2820,0.3447,1.53
9.907938,1.3065,0.1953,0.3093,1.36
9.923990,1.2154,0.1699,0.2248,1.25
9.943663,1.1594,0.1420,0.1517,1.18
9.961373,1.1279,0.1324,0.1278,1.14
9.979676,1.0565,0.1230,0.0855,1.07
10.006877,0.8723,0.1149,0.0247,0.88
10.026747,0.7932,0.1021,0.0179,0.80
10.041691,0.7583,0.1002,0.0487,0.77
10.064813,0.6730,0.0929,0.0628,0.68
10.082076,0.6100,0.1044,0.0462,0.62
10.106694,0.5184,0.1007,0.0147,0.53
10.123718,0.4956,0.1210,-0.0278,0.51
10.164311,0.7087,0.1279,0.0095,0.72
10.165312,0.7250,0.1254,0.0122,0.74
10.189748,0.8573,0.0881,0.0222,0.86
10.206259,0.9354,0.0504,0.0484,0.94
10.224254,1.0421,0.0501,0.1351,1.05
10.264536,1.1846,0.1312,0.2623,1.22
10.265069,1.1846,0.1312,0.2623,1.22
10.290569,1.4101,0.2260,0.3926,1.48
10.307370,1.5799,0.3352,0.4321,1.67
10.345805,1.1790,0.3089,0.2983,1.25
10.346502,1.1790,0.3089,0.2983,1.25
10.367242,1.0881,0.1801,0.1256,1.11
10.390770,1.1557,0.0326,0.0208,1.16
10.406155,1.2833,-0.0257,0.0369,1.28
10.442967,1.2330,0.0387,0.1945,1.25
10.462126,1.1489,0.1095,0.1982,1.17
10.473115,1.1079,0.1349,0.1754,1.13
10.489589,1.0241,0.1513,0.1378,1.04
10.522482,0.8431,0.1117,0.1285,0.86
10.539568,0.7756,0.0895,0.1642,0.80
10.559612,0.7253,0.0731,0.1715,0.75
10.582841,0.6742,0.0350,0.1666,0.70
10.589371,0.6713,0.0287,0.1624,0.69
10.623632,0.7013,0.0680,0.1596,0.72
10.639705,0.7109,0.0797,0.1412,0.73
10.661959,0.7057,0.0614,0.1123,0.72
10.676232,0.7374,0.0538,0.1067,0.75
10.690238,0.7798,0.0465,0.0934,0.79
10.722509,0.8960,0.0082,0.1151,0.90
10.739526,0.9207,0.0233,0.0906,0.93
10.762206,0.9745,0.0328,0.0804,0.98
10.787549,1.0810,0.0865,0.1004,1.09
10.798506,1.0749,0.1024,0.1176,1.09
10.822071,1.0516,0.1789,0.1412,1.08
10.838545,1.1113,0.2558,0.1393,1.15
10.859853,1.2836,0.2861,0.2529,1.34
10.877362,1.3206,0.2376,0.3362,1.38
10.905819,1.2039,0.2346,0.2704,1.26
